grade_id,student_id,course_id,group_id,assessment_title,assessment_id,type,score,max_score,date
GR00308,S0028,C004,G06,Final Exam,C004-EXF,exam,90.2,100,2026-05-15
GR00309,S0029,C006,G09,Quiz 1,C006-QZ,quiz,80.2,100,2025-12-17
GR00310,S0029,C006,G09,Quiz 2,C006-QZ,quiz,80.4,100,2026-01-01
GR00311,S0029,C006,G09,Quiz 3,C006-QZ,quiz,92.5,100,2026-01-16
GR00312,S0029,C006,G09,Quiz 4,C006-QZ,quiz,76.5,100,2026-01-31
GR00313,S0029,C006,G09,Assignment 1,C006-AS,assignment,77.9,100,2026-02-15
GR00314,S0029,C006,G09,Assignment 2,C006-AS,assignment,62.8,100,2026-03-02
GR00315,S0029,C006,G09,Assignment 3,C006-AS,assignment,62.5,100,2026-03-16
GR00316,S0029,C006,G09,Practical 1,C006-PR,practical,85.7,100,2026-03-31
GR00317,S0029,C006,G09,Practical 2,C006-PR,practical,79.0,100,2026-04-15
GR00318,S0029,C006,G09,Midterm Exam,C006-EX,exam,75.0,100,2026-04-30
GR00319,S0029,C006,G09,Final Exam,C006-EXF,exam,70.9,100,2026-05-15
GR00320,S0030,C006,G08,Quiz 1,C006-QZ,quiz,72.0,100,2025-12-30
GR00321,S0030,C006,G08,Quiz 2,C006-QZ,quiz,65.2,100,2026-01-13
GR00322,S0030,C006,G08,Quiz 3,C006-QZ,quiz,65.9,100,2026-01-27
GR00323,S0030,C006,G08,Quiz 4,C006-QZ,quiz,70.8,100,2026-02-09
GR00324,S0030,C006,G08,Assignment 1,C006-AS,assignment,51.6,100,2026-02-23
GR00325,S0030,C006,G08,Assignment 2,C006-AS,assignment,68.6,100,2026-03-09
GR00326,S0030,C006,G08,Assignment 3,C006-AS,assignment,63.5,100,2026-03-22
GR00327,S0030,C006,G08,Practical 1,C006-PR,practical,80.1,100,2026-04-05
GR00328,S0030,C006,G08,Practical 2,C006-PR,practical,77.4,100,2026-04-19
GR00329,S0030,C006,G08,Midterm Exam,C006-EX,exam,73.6,100,2026-05-02
GR00330,S0030,C006,G08,Final Exam,C006-EXF,exam,79.6,100,2026-05-16
GR00331,S0031,C004,G06,Quiz 1,C004-QZ,quiz,60.5,100,2025-12-23
GR00332,S0031,C004,G06,Quiz 2,C004-QZ,quiz,89.3,100,2026-01-06
GR00333,S0031,C004,G06,Quiz 3,C004-QZ,quiz,67.5,100,2026-01-21
GR00334,S0031,C004,G06,Quiz 4,C004-QZ,quiz,62.0,100,2026-02-04
GR00335,S0031,C004,G06,Assignment 1,C004-AS,assignment,75.1,100,2026-02-18
GR00336,S0031,C004,G06,Assignment 2,C004-AS,assignment,55.9,100,2026-03-05
GR00337,S0031,C004,G06,Assignment 3,C004-AS,assignment,53.0,100,2026-03-19
GR00338,S0031,C004,G06,Practical 1,C004-PR,practical,70.3,100,2026-04-02
GR00339,S0031,C004,G06,Practical 2,C004-PR,practical,62.6,100,2026-04-17
GR00340,S0031,C004,G06,Midterm Exam,C004-EX,exam,69.2,100,2026-05-01
GR00341,S0031,C004,G06,Final Exam,C004-EXF,exam,69.0,100,2026-05-15
GR00342,S0032,C001,G01,Quiz 1,C001-QZ,quiz,86.7,100,2025-12-23
GR00343,S0032,C001,G01,Quiz 2,C001-QZ,quiz,75.6,100,2026-01-06
GR00344,S0032,C001,G01,Quiz 3,C001-QZ,quiz,57.6,100,2026-01-21
GR00345,S0032,C001,G01,Quiz 4,C001-QZ,quiz,69.4,100,2026-02-04
GR00346,S0032,C001,G01,Assignment 1,C001-AS,assignment,69.9,100,2026-02-18
GR00347,S0032,C001,G01,Assignment 2,C001-AS,assignment,70.6,100,2026-03-05
GR00348,S0032,C001,G01,Assignment 3,C001-AS,assignment,55.3,100,2026-03-19
GR00349,S0032,C001,G01,Practical 1,C001-PR,practical,66.3,100,2026-04-02
GR00350,S0032,C001,G01,Practical 2,C001-PR,practical,81.1,100,2026-04-17
GR00351,S0032,C001,G01,Midterm Exam,C001-EX,exam,63.1,100,2026-05-01
GR00352,S0032,C001,G01,Final Exam,C001-EXF,exam,67.0,100,2026-05-15
GR00353,S0033,C002,G04,Quiz 1,C002-QZ,quiz,76.1,100,2025-12-18
GR00354,S0033,C002,G04,Quiz 2,C002-QZ,quiz,58.7,100,2026-01-02
GR00355,S0033,C002,G04,Quiz 3,C002-QZ,quiz,79.4,100,2026-01-17
GR00356,S0033,C002,G04,Quiz 4,C002-QZ,quiz,72.6,100,2026-02-01
GR00357,S0033,C002,G04,Assignment 1,C002-AS,assignment,73.6,100,2026-02-15
GR00358,S0033,C002,G04,Assignment 2,C002-AS,assignment,60.4,100,2026-03-02
GR00359,S0033,C002,G04,Assignment 3,C002-AS,assignment,42.0,100,2026-03-17
GR00360,S0033,C002,G04,Practical 1,C002-PR,practical,93.0,100,2026-04-01
GR00361,S0033,C002,G04,Practical 2,C002-PR,practical,84.5,100,2026-04-15
GR00362,S0033,C002,G04,Midterm Exam,C002-EX,exam,74.5,100,2026-04-30
GR00363,S0033,C002,G04,Final Exam,C002-EXF,exam,73.0,100,2026-05-15
GR00364,S0034,C003,G05,Quiz 1,C003-QZ,quiz,69.0,100,2025-12-24
GR00365,S0034,C003,G05,Quiz 2,C003-QZ,quiz,62.5,100,2026-01-07
GR00366,S0034,C003,G05,Quiz 3,C003-QZ,quiz,78.0,100,2026-01-21
GR00367,S0034,C003,G05,Quiz 4,C003-QZ,quiz,75.0,100,2026-02-05
GR00368,S0034,C003,G05,Assignment 1,C003-AS,assignment,80.9,100,2026-02-19
GR00369,S0034,C003,G05,Assignment 2,C003-AS,assignment,82.3,100,2026-03-05
GR00370,S0034,C003,G05,Assignment 3,C003-AS,assignment,54.3,100,2026-03-19
GR00371,S0034,C003,G05,Practical 1,C003-PR,practical,80.8,100,2026-04-03
GR00372,S0034,C003,G05,Practical 2,C003-PR,practical,80.8,100,2026-04-17
GR00373,S0034,C003,G05,Midterm Exam,C003-EX,exam,80.6,100,2026-05-01
GR00374,S0034,C003,G05,Final Exam,C003-EXF,exam,59.3,100,2026-05-15
GR00375,S0035,C006,G09,Quiz 1,C006-QZ,quiz,59.0,100,2025-12-30
GR00376,S0035,C006,G09,Quiz 2,C006-QZ,quiz,56.8,100,2026-01-13
GR00377,S0035,C006,G09,Quiz 3,C006-QZ,quiz,81.9,100,2026-01-27
GR00378,S0035,C006,G09,Quiz 4,C006-QZ,quiz,58.1,100,2026-02-09
GR00379,S0035,C006,G09,Assignment 1,C006-AS,assignment,76.5,100,2026-02-23
GR00380,S0035,C006,G09,Assignment 2,C006-AS,assignment,59.6,100,2026-03-09
GR00381,S0035,C006,G09,Assignment 3,C006-AS,assignment,77.6,100,2026-03-22
GR00382,S0035,C006,G09,Practical 1,C006-PR,practical,61.7,100,2026-04-05
GR00383,S0035,C006,G09,Practical 2,C006-PR,practical,80.9,100,2026-04-19
GR00384,S0035,C006,G09,Midterm Exam,C006-EX,exam,79.1,100,2026-05-02
GR00385,S0035,C006,G09,Final Exam,C006-EXF,exam,81.6,100,2026-05-16
GR00386,S0036,C005,G07,Quiz 1,C005-QZ,quiz,60.2,100,2025-12-24
GR00387,S0036,C005,G07,Quiz 2,C005-QZ,quiz,61.2,100,2026-01-07
GR00388,S0036,C005,G07,Quiz 3,C005-QZ,quiz,51.7,100,2026-01-21
GR00389,S0036,C005,G07,Quiz 4,C005-QZ,quiz,41.2,100,2026-02-05
GR00390,S0036,C005,G07,Assignment 1,C005-AS,assignment,55.6,100,2026-02-19
GR00391,S0036,C005,G07,Assignment 2,C005-AS,assignment,39.5,100,2026-03-05
GR00392,S0036,C005,G07,Assignment 3,C005-AS,assignment,38.4,100,2026-03-19
GR00393,S0036,C005,G07,Practical 1,C005-PR,practical,59.0,100,2026-04-03
GR00394,S0036,C005,G07,Practical 2,C005-PR,practical,49.6,100,2026-04-17
GR00395,S0036,C005,G07,Midterm Exam,C005-EX,exam,57.4,100,2026-05-01
GR00396,S0036,C005,G07,Final Exam,C005-EXF,exam,66.9,100,2026-05-15
GR00397,S0037,C002,G03,Quiz 1,C002-QZ,quiz,86.4,100,2025-12-22
GR00398,S0037,C002,G03,Quiz 2,C002-QZ,quiz,74.8,100,2026-01-05
GR00399,S0037,C002,G03,Quiz 3,C002-QZ,quiz,77.2,100,2026-01-20
GR00400,S0037,C002,G03,Quiz 4,C002-QZ,quiz,89.8,100,2026-02-03
GR00401,S0037,C002,G03,Assignment 1,C002-AS,assignment,84.0,100,2026-02-18
GR00402,S0037,C002,G03,Assignment 2,C002-AS,assignment,72.5,100,2026-03-04
GR00403,S0037,C002,G03,Assignment 3,C002-AS,assignment,66.4,100,2026-03-18
GR00404,S0037,C002,G03,Practical 1,C002-PR,practical,84.4,100,2026-04-02
GR00405,S0037,C002,G03,Practical 2,C002-PR,practical,89.5,100,2026-04-16
GR00406,S0037,C002,G03,Midterm Exam,C002-EX,exam,75.1,100,2026-05-01
GR00407,S0037,C002,G03,Final Exam,C002-EXF,exam,90.7,100,2026-05-15
GR00408,S0038,C005,G07,Quiz 1,C005-QZ,quiz,68.9,100,2025-12-27
GR00409,S0038,C005,G07,Quiz 2,C005-QZ,quiz,62.7,100,2026-01-10
GR00410,S0038,C005,G07,Quiz 3,C005-QZ,quiz,52.5,100,2026-01-24
GR00411,S0038,C005,G07,Quiz 4,C005-QZ,quiz,49.2,100,2026-02-07
GR00412,S0038,C005,G07,Assignment 1,C005-AS,assignment,54.9,100,2026-02-21
GR00413,S0038,C005,G07,Assignment 2,C005-AS,assignment,44.4,100,2026-03-07
GR00414,S0038,C005,G07,Assignment 3,C005-AS,assignment,30.0,100,2026-03-21
GR00415,S0038,C005,G07,Practical 1,C005-PR,practical,50.2,100,2026-04-04
GR00416,S0038,C005,G07,Practical 2,C005-PR,practical,65.6,100,2026-04-18
GR00417,S0038,C005,G07,Midterm Exam,C005-EX,exam,47.7,100,2026-05-02
GR00418,S0038,C005,G07,Final Exam,C005-EXF,exam,51.4,100,2026-05-16
GR00419,S0039,C002,G04,Quiz 1,C002-QZ,quiz,72.7,100,2025-12-20
GR00420,S0039,C002,G04,Quiz 2,C002-QZ,quiz,77.0,100,2026-01-04
GR00421,S0039,C002,G04,Quiz 3,C002-QZ,quiz,66.3,100,2026-01-18
GR00422,S0039,C002,G04,Quiz 4,C002-QZ,quiz,62.3,100,2026-02-02
GR00423,S0039,C002,G04,Assignment 1,C002-AS,assignment,62.5,100,2026-02-16
GR00424,S0039,C002,G04,Assignment 2,C002-AS,assignment,46.3,100,2026-03-03
GR00425,S0039,C002,G04,Assignment 3,C002-AS,assignment,52.2,100,2026-03-18
GR00426,S0039,C002,G04,Practical 1,C002-PR,practical,53.1,100,2026-04-01
GR00427,S0039,C002,G04,Practical 2,C002-PR,practical,92.6,100,2026-04-16
GR00428,S0039,C002,G04,Midterm Exam,C002-EX,exam,63.6,100,2026-04-30
GR00429,S0039,C002,G04,Final Exam,C002-EXF,exam,72.5,100,2026-05-15
GR00430,S0040,C001,G01,Quiz 1,C001-QZ,quiz,89.7,100,2025-12-16
GR00431,S0040,C001,G01,Quiz 2,C001-QZ,quiz,74.4,100,2025-12-31
GR00432,S0040,C001,G01,Quiz 3,C001-QZ,quiz,98.7,100,2026-01-15
GR00433,S0040,C001,G01,Quiz 4,C001-QZ,quiz,76.7,100,2026-01-30
GR00434,S0040,C001,G01,Assignment 1,C001-AS,assignment,99.3,100,2026-02-14
GR00435,S0040,C001,G01,Assignment 2,C001-AS,assignment,80.8,100,2026-03-01
GR00436,S0040,C001,G01,Assignment 3,C001-AS,assignment,72.9,100,2026-03-16
GR00437,S0040,C001,G01,Practical 1,C001-PR,practical,83.7,100,2026-03-31
GR00438,S0040,C001,G01,Practical 2,C001-PR,practical,72.6,100,2026-04-15
GR00439,S0040,C001,G01,Midterm Exam,C001-EX,exam,74.0,100,2026-04-30
GR00440,S0040,C001,G01,Final Exam,C001-EXF,exam,82.3,100,2026-05-15
GR00441,S0041,C006,G09,Quiz 1,C006-QZ,quiz,80.3,100,2025-12-16
GR00442,S0041,C006,G09,Quiz 2,C006-QZ,quiz,65.5,100,2025-12-31
GR00443,S0041,C006,G09,Quiz 3,C006-QZ,quiz,72.8,100,2026-01-15
GR00444,S0041,C006,G09,Quiz 4,C006-QZ,quiz,68.2,100,2026-01-30
GR00445,S0041,C006,G09,Assignment 1,C006-AS,assignment,100.0,100,2026-02-14
GR00446,S0041,C006,G09,Assignment 2,C006-AS,assignment,39.6,100,2026-03-01
GR00447,S0041,C006,G09,Assignment 3,C006-AS,assignment,58.5,100,2026-03-16
GR00448,S0041,C006,G09,Practical 1,C006-PR,practical,67.3,100,2026-03-31
GR00449,S0041,C006,G09,Practical 2,C006-PR,practical,67.6,100,2026-04-15
GR00450,S0041,C006,G09,Midterm Exam,C006-EX,exam,60.0,100,2026-04-30
GR00451,S0041,C006,G09,Final Exam,C006-EXF,exam,58.7,100,2026-05-15
GR00452,S0042,C005,G07,Quiz 1,C005-QZ,quiz,59.2,100,2025-12-17
GR00453,S0042,C005,G07,Quiz 2,C005-QZ,quiz,62.2,100,2026-01-01
GR00454,S0042,C005,G07,Quiz 3,C005-QZ,quiz,65.9,100,2026-01-16
GR00455,S0042,C005,G07,Quiz 4,C005-QZ,quiz,60.8,100,2026-01-31
GR00456,S0042,C005,G07,Assignment 1,C005-AS,assignment,61.0,100,2026-02-15
GR00457,S0042,C005,G07,Assignment 2,C005-AS,assignment,50.6,100,2026-03-02
GR00458,S0042,C005,G07,Assignment 3,C005-AS,assignment,52.7,100,2026-03-16
GR00459,S0042,C005,G07,Practical 1,C005-PR,practical,70.9,100,2026-03-31
GR00460,S0042,C005,G07,Practical 2,C005-PR,practical,39.2,100,2026-04-15
GR00461,S0042,C005,G07,Midterm Exam,C005-EX,exam,64.5,100,2026-04-30
GR00462,S0042,C005,G07,Final Exam,C005-EXF,exam,60.0,100,2026-05-15
GR00463,S0043,C001,G02,Quiz 1,C001-QZ,quiz,96.7,100,2025-12-23
GR00464,S0043,C001,G02,Quiz 2,C001-QZ,quiz,65.9,100,2026-01-06
GR00465,S0043,C001,G02,Quiz 3,C001-QZ,quiz,85.1,100,2026-01-21
GR00466,S0043,C001,G02,Quiz 4,C001-QZ,quiz,79.7,100,2026-02-04
GR00467,S0043,C001,G02,Assignment 1,C001-AS,assignment,72.7,100,2026-02-18
GR00468,S0043,C001,G02,Assignment 2,C001-AS,assignment,75.9,100,2026-03-05
GR00469,S0043,C001,G02,Assignment 3,C001-AS,assignment,60.3,100,2026-03-19
GR00470,S0043,C001,G02,Practical 1,C001-PR,practical,93.0,100,2026-04-02
GR00471,S0043,C001,G02,Practical 2,C001-PR,practical,96.9,100,2026-04-17
GR00472,S0043,C001,G02,Midterm Exam,C001-EX,exam,99.5,100,2026-05-01
GR00473,S0043,C001,G02,Final Exam,C001-EXF,exam,77.1,100,2026-05-15
GR00474,S0044,C002,G04,Quiz 1,C002-QZ,quiz,63.5,100,2025-12-27
GR00475,S0044,C002,G04,Quiz 2,C002-QZ,quiz,67.5,100,2026-01-10
GR00476,S0044,C002,G04,Quiz 3,C002-QZ,quiz,89.0,100,2026-01-24
GR00477,S0044,C002,G04,Quiz 4,C002-QZ,quiz,71.4,100,2026-02-07
GR00478,S0044,C002,G04,Assignment 1,C002-AS,assignment,66.4,100,2026-02-21
GR00479,S0044,C002,G04,Assignment 2,C002-AS,assignment,77.6,100,2026-03-07
GR00480,S0044,C002,G04,Assignment 3,C002-AS,assignment,67.5,100,2026-03-21
GR00481,S0044,C002,G04,Practical 1,C002-PR,practical,67.6,100,2026-04-04
GR00482,S0044,C002,G04,Practical 2,C002-PR,practical,88.2,100,2026-04-18
GR00483,S0044,C002,G04,Midterm Exam,C002-EX,exam,79.0,100,2026-05-02
GR00484,S0044,C002,G04,Final Exam,C002-EXF,exam,91.3,100,2026-05-16
GR00485,S0045,C002,G03,Quiz 1,C002-QZ,quiz,71.2,100,2025-12-27
GR00486,S0045,C002,G03,Quiz 2,C002-QZ,quiz,61.9,100,2026-01-10
GR00487,S0045,C002,G03,Quiz 3,C002-QZ,quiz,59.9,100,2026-01-24
GR00488,S0045,C002,G03,Quiz 4,C002-QZ,quiz,62.4,100,2026-02-07
GR00489,S0045,C002,G03,Assignment 1,C002-AS,assignment,56.6,100,2026-02-21
GR00490,S0045,C002,G03,Assignment 2,C002-AS,assignment,68.8,100,2026-03-07
GR00491,S0045,C002,G03,Assignment 3,C002-AS,assignment,60.9,100,2026-03-21
GR00492,S0045,C002,G03,Practical 1,C002-PR,practical,68.3,100,2026-04-04
GR00493,S0045,C002,G03,Practical 2,C002-PR,practical,61.2,100,2026-04-18
GR00494,S0045,C002,G03,Midterm Exam,C002-EX,exam,72.6,100,2026-05-02
GR00495,S0045,C002,G03,Final Exam,C002-EXF,exam,72.1,100,2026-05-16
GR00496,S0046,C001,G01,Quiz 1,C001-QZ,quiz,62.4,100,2025-12-24
GR00497,S0046,C001,G01,Quiz 2,C001-QZ,quiz,65.4,100,2026-01-07
GR00498,S0046,C001,G01,Quiz 3,C001-QZ,quiz,64.6,100,2026-01-21
GR00499,S0046,C001,G01,Quiz 4,C001-QZ,quiz,52.4,100,2026-02-05
GR00500,S0046,C001,G01,Assignment 1,C001-AS,assignment,75.9,100,2026-02-19
GR00501,S0046,C001,G01,Assignment 2,C001-AS,assignment,42.1,100,2026-03-05
GR00502,S0046,C001,G01,Assignment 3,C001-AS,assignment,51.2,100,2026-03-19
GR00503,S0046,C001,G01,Practical 1,C001-PR,practical,84.3,100,2026-04-03
GR00504,S0046,C001,G01,Practical 2,C001-PR,practical,46.8,100,2026-04-17
GR00505,S0046,C001,G01,Midterm Exam,C001-EX,exam,62.7,100,2026-05-01
GR00506,S0046,C001,G01,Final Exam,C001-EXF,exam,57.0,100,2026-05-15
GR00507,S0047,C002,G04,Quiz 1,C002-QZ,quiz,63.2,100,2025-12-25
GR00508,S0047,C002,G04,Quiz 2,C002-QZ,quiz,67.4,100,2026-01-08
GR00509,S0047,C002,G04,Quiz 3,C002-QZ,quiz,55.9,100,2026-01-22
GR00510,S0047,C002,G04,Quiz 4,C002-QZ,quiz,68.3,100,2026-02-05
GR00511,S0047,C002,G04,Assignment 1,C002-AS,assignment,64.2,100,2026-02-19
GR00512,S0047,C002,G04,Assignment 2,C002-AS,assignment,75.6,100,2026-03-06
GR00513,S0047,C002,G04,Assignment 3,C002-AS,assignment,62.9,100,2026-03-20
GR00514,S0047,C002,G04,Practical 1,C002-PR,practical,77.4,100,2026-04-03
GR00515,S0047,C002,G04,Practical 2,C002-PR,practical,66.3,100,2026-04-17
GR00516,S0047,C002,G04,Midterm Exam,C002-EX,exam,69.7,100,2026-05-01
GR00517,S0047,C002,G04,Final Exam,C002-EXF,exam,82.4,100,2026-05-15
GR00518,S0048,C004,G06,Quiz 1,C004-QZ,quiz,56.3,100,2025-12-20
GR00519,S0048,C004,G06,Quiz 2,C004-QZ,quiz,59.0,100,2026-01-04
GR00520,S0048,C004,G06,Quiz 3,C004-QZ,quiz,57.1,100,2026-01-18
GR00521,S0048,C004,G06,Quiz 4,C004-QZ,quiz,86.5,100,2026-02-02
GR00522,S0048,C004,G06,Assignment 1,C004-AS,assignment,70.4,100,2026-02-16
GR00523,S0048,C004,G06,Assignment 2,C004-AS,assignment,68.6,100,2026-03-03
GR00524,S0048,C004,G06,Assignment 3,C004-AS,assignment,58.1,100,2026-03-18
GR00525,S0048,C004,G06,Practical 1,C004-PR,practical,84.5,100,2026-04-01
GR00526,S0048,C004,G06,Practical 2,C004-PR,practical,66.9,100,2026-04-16
GR00527,S0048,C004,G06,Midterm Exam,C004-EX,exam,57.2,100,2026-04-30
GR00528,S0048,C004,G06,Final Exam,C004-EXF,exam,63.7,100,2026-05-15
GR00529,S0049,C006,G09,Quiz 1,C006-QZ,quiz,69.9,100,2025-12-16
GR00530,S0049,C006,G09,Quiz 2,C006-QZ,quiz,46.7,100,2025-12-31
GR00531,S0049,C006,G09,Quiz 3,C006-QZ,quiz,79.6,100,2026-01-15
GR00532,S0049,C006,G09,Quiz 4,C006-QZ,quiz,84.3,100,2026-01-30
GR00533,S0049,C006,G09,Assignment 1,C006-AS,assignment,73.6,100,2026-02-14
GR00534,S0049,C006,G09,Assignment 2,C006-AS,assignment,60.2,100,2026-03-01
GR00535,S0049,C006,G09,Assignment 3,C006-AS,assignment,48.9,100,2026-03-16
GR00536,S0049,C006,G09,Practical 1,C006-PR,practical,63.8,100,2026-03-31
GR00537,S0049,C006,G09,Practical 2,C006-PR,practical,47.1,100,2026-04-15
GR00538,S0049,C006,G09,Midterm Exam,C006-EX,exam,48.0,100,2026-04-30
GR00539,S0049,C006,G09,Final Exam,C006-EXF,exam,73.4,100,2026-05-15
GR00540,S0050,C003,G05,Quiz 1,C003-QZ,quiz,95.7,100,2025-12-17
GR00541,S0050,C003,G05,Quiz 2,C003-QZ,quiz,60.5,100,2026-01-01
GR00542,S0050,C003,G05,Quiz 3,C003-QZ,quiz,67.5,100,2026-01-16
GR00543,S0050,C003,G05,Quiz 4,C003-QZ,quiz,51.3,100,2026-01-31
GR00544,S0050,C003,G05,Assignment 1,C003-AS,assignment,79.0,100,2026-02-15
GR00545,S0050,C003,G05,Assignment 2,C003-AS,assignment,57.4,100,2026-03-02
GR00546,S0050,C003,G05,Assignment 3,C003-AS,assignment,67.9,100,2026-03-16
GR00547,S0050,C003,G05,Practical 1,C003-PR,practical,54.8,100,2026-03-31
GR00548,S0050,C003,G05,Practical 2,C003-PR,practical,88.1,100,2026-04-15
GR00549,S0050,C003,G05,Midterm Exam,C003-EX,exam,85.1,100,2026-04-30
GR00550,S0050,C003,G05,Final Exam,C003-EXF,exam,65.3,100,2026-05-15
GR00551,S0051,C003,G05,Quiz 1,C003-QZ,quiz,66.7,100,2025-12-27
GR00552,S0051,C003,G05,Quiz 2,C003-QZ,quiz,69.6,100,2026-01-10
GR00553,S0051,C003,G05,Quiz 3,C003-QZ,quiz,65.9,100,2026-01-24
GR00554,S0051,C003,G05,Quiz 4,C003-QZ,quiz,56.1,100,2026-02-07
GR00555,S0051,C003,G05,Assignment 1,C003-AS,assignment,60.2,100,2026-02-21
GR00556,S0051,C003,G05,Assignment 2,C003-AS,assignment,61.0,100,2026-03-07
GR00557,S0051,C003,G05,Assignment 3,C003-AS,assignment,54.1,100,2026-03-21
GR00558,S0051,C003,G05,Practical 1,C003-PR,practical,64.6,100,2026-04-04
GR00559,S0051,C003,G05,Practical 2,C003-PR,practical,66.7,100,2026-04-18
GR00560,S0051,C003,G05,Midterm Exam,C003-EX,exam,74.7,100,2026-05-02
GR00561,S0051,C003,G05,Final Exam,C003-EXF,exam,62.5,100,2026-05-16
GR00562,S0052,C006,G08,Quiz 1,C006-QZ,quiz,68.8,100,2025-12-20
GR00563,S0052,C006,G08,Quiz 2,C006-QZ,quiz,95.3,100,2026-01-04
GR00564,S0052,C006,G08,Quiz 3,C006-QZ,quiz,86.0,100,2026-01-18
GR00565,S0052,C006,G08,Quiz 4,C006-QZ,quiz,75.5,100,2026-02-02
GR00566,S0052,C006,G08,Assignment 1,C006-AS,assignment,81.6,100,2026-02-16
GR00567,S0052,C006,G08,Assignment 2,C006-AS,assignment,57.6,100,2026-03-03
GR00568,S0052,C006,G08,Assignment 3,C006-AS,assignment,73.3,100,2026-03-18
GR00569,S0052,C006,G08,Practical 1,C006-PR,practical,74.0,100,2026-04-01
GR00570,S0052,C006,G08,Practical 2,C006-PR,practical,72.1,100,2026-04-16
GR00571,S0052,C006,G08,Midterm Exam,C006-EX,exam,82.3,100,2026-04-30
GR00572,S0052,C006,G08,Final Exam,C006-EXF,exam,72.7,100,2026-05-15
GR00573,S0053,C001,G01,Quiz 1,C001-QZ,quiz,76.1,100,2025-12-16
GR00574,S0053,C001,G01,Quiz 2,C001-QZ,quiz,78.8,100,2025-12-31
GR00575,S0053,C001,G01,Quiz 3,C001-QZ,quiz,91.6,100,2026-01-15
GR00576,S0053,C001,G01,Quiz 4,C001-QZ,quiz,67.9,100,2026-01-30
GR00577,S0053,C001,G01,Assignment 1,C001-AS,assignment,66.2,100,2026-02-14
GR00578,S0053,C001,G01,Assignment 2,C001-AS,assignment,66.3,100,2026-03-01
GR00579,S0053,C001,G01,Assignment 3,C001-AS,assignment,52.5,100,2026-03-16
GR00580,S0053,C001,G01,Practical 1,C001-PR,practical,78.9,100,2026-03-31
GR00581,S0053,C001,G01,Practical 2,C001-PR,practical,84.2,100,2026-04-15
GR00582,S0053,C001,G01,Midterm Exam,C001-EX,exam,86.7,100,2026-04-30
GR00583,S0053,C001,G01,Final Exam,C001-EXF,exam,88.2,100,2026-05-15
GR00584,S0054,C006,G08,Quiz 1,C006-QZ,quiz,74.7,100,2025-12-26
GR00585,S0054,C006,G08,Quiz 2,C006-QZ,quiz,78.8,100,2026-01-09
GR00586,S0054,C006,G08,Quiz 3,C006-QZ,quiz,66.3,100,2026-01-23
GR00587,S0054,C006,G08,Quiz 4,C006-QZ,quiz,60.9,100,2026-02-06
GR00588,S0054,C006,G08,Assignment 1,C006-AS,assignment,63.9,100,2026-02-20
GR00589,S0054,C006,G08,Assignment 2,C006-AS,assignment,70.4,100,2026-03-06
GR00590,S0054,C006,G08,Assignment 3,C006-AS,assignment,66.3,100,2026-03-20
GR00591,S0054,C006,G08,Practical 1,C006-PR,practical,72.4,100,2026-04-03
GR00592,S0054,C006,G08,Practical 2,C006-PR,practical,68.0,100,2026-04-17
GR00593,S0054,C006,G08,Midterm Exam,C006-EX,exam,74.5,100,2026-05-01
GR00594,S0054,C006,G08,Final Exam,C006-EXF,exam,69.6,100,2026-05-15
GR00595,S0055,C001,G02,Quiz 1,C001-QZ,quiz,75.1,100,2026-01-01
GR00596,S0055,C001,G02,Quiz 2,C001-QZ,quiz,78.0,100,2026-01-15
GR00597,S0055,C001,G02,Quiz 3,C001-QZ,quiz,65.7,100,2026-01-28
GR00598,S0055,C001,G02,Quiz 4,C001-QZ,quiz,64.5,100,2026-02-11
GR00599,S0055,C001,G02,Assignment 1,C001-AS,assignment,82.1,100,2026-02-24
GR00600,S0055,C001,G02,Assignment 2,C001-AS,assignment,56.0,100,2026-03-10
GR00601,S0055,C001,G02,Assignment 3,C001-AS,assignment,60.7,100,2026-03-23
GR00602,S0055,C001,G02,Practical 1,C001-PR,practical,60.0,100,2026-04-06
GR00603,S0055,C001,G02,Practical 2,C001-PR,practical,60.3,100,2026-04-19
GR00604,S0055,C001,G02,Midterm Exam,C001-EX,exam,64.8,100,2026-05-03
GR00605,S0055,C001,G02,Final Exam,C001-EXF,exam,84.6,100,2026-05-16
GR00606,S0056,C006,G09,Quiz 1,C006-QZ,quiz,86.7,100,2025-12-17
GR00607,S0056,C006,G09,Quiz 2,C006-QZ,quiz,93.4,100,2026-01-01
GR00608,S0056,C006,G09,Quiz 3,C006-QZ,quiz,72.0,100,2026-01-16
GR00609,S0056,C006,G09,Quiz 4,C006-QZ,quiz,94.5,100,2026-01-31
GR00610,S0056,C006,G09,Assignment 1,C006-AS,assignment,84.3,100,2026-02-15
GR00611,S0056,C006,G09,Assignment 2,C006-AS,assignment,76.9,100,2026-03-02
GR00612,S0056,C006,G09,Assignment 3,C006-AS,assignment,78.6,100,2026-03-16
GR00613,S0056,C006,G09,Practical 1,C006-PR,practical,85.5,100,2026-03-31
GR00614,S0056,C006,G09,Practical 2,C006-PR,practical,70.0,100,2026-04-15
GR00615,S0056,C006,G09,Midterm Exam,C006-EX,exam,93.9,100,2026-04-30
GR00616,S0056,C006,G09,Final Exam,C006-EXF,exam,82.3,100,2026-05-15
GR00617,S0057,C001,G01,Quiz 1,C001-QZ,quiz,86.0,100,2025-12-31
